,Unnamed: 0,title,vote_average,genres
4954,4954,The Hunchback of Notre Dame,6.9,Horror
4955,4955,The Magnificent One,7.2,Action
4956,4956,Big Fat Liar,5.6,Comedy
4957,4957,Collateral Damage,5.5,Action
4958,4958,Rollerball,3.4,Action
4959,4959,"Scotland, Pa.",5.9,Comedy
4960,4960,Baby's Day Out,5.8,Action
4961,4961,Bright Eyes,6.3,Drama
4962,4962,Dimples,6.4,Drama
4963,4963,Heidi,7.2,Drama
4964,4964,The Man Who Loved Women,4.4,Comedy
4965,4965,Richard Pryor: Here and Now,7.2,Comedy
4966,4966,Rookie of the Year,5.8,Comedy
4967,4967,The Sandlot,7.1,Comedy
4968,4968,Cows,5.2,Drama
4969,4969,Don't Look Now,7.1,Thriller
4970,4970,Crossroads,4.7,Action
4971,4971,Hart's War,5.9,Drama
4972,4972,John Q,7.0,Drama
4973,4973,Return to Never Land,6.1,Adventure
4974,4974,Super Troopers,6.6,Comedy
4975,4975,The Good Son,6.2,Drama
4976,4976,Last Orders,6.0,Comedy
4977,4977,After the Fox,5.8,Crime
4978,4978,The Bad and the Beautiful,7.4,Drama
4979,4979,Cast a Giant Shadow,5.9,War
4980,4980,Designing Woman,5.1,Comedy
4981,4981,Funny Lady,5.1,Comedy
4982,4982,The Heartbreak Kid,6.8,Comedy
4983,4983,Saturday Night and Sunday Morning,6.9,Drama
4984,4984,Sleuth,7.5,Thriller
4985,4985,Stroszek,7.0,Drama
4986,4986,Summer of '42,6.5,Comedy
4987,4987,A Touch of Class,6.0,Comedy
4988,4988,Town Without Pity,6.3,Drama
4989,4989,Used Cars,6.3,Action
4990,4990,The Deadly Mantis,5.3,Thriller
4991,4991,Dragonfly,6.2,Drama
4992,4992,Queen of the Damned,5.5,Drama
4993,4993,Big Bad Love,6.5,Drama
4994,4994,Green Dragon,5.5,Action
4995,4995,How to Kill Your Neighbor's Dog,6.5,Comedy
4996,4996,The Last Man,4.5,Comedy
4997,4997,Maryam,8.0,Drama
4998,4998,Mean Machine,6.1,Comedy
4999,4999,Monsoon Wedding,6.8,Comedy
5000,5000,Wendigo,5.0,Horror
5001,5001,Scratch,7.8,Documentary
5002,5002,State Property,4.4,Action
5003,5003,The Bad News Bears,7.0,Comedy
5004,5004,The Bad News Bears Go to Japan,5.5,Comedy
5005,5005,The Bad News Bears in Breaking Training,6.0,Comedy
5006,5006,The Firemen's Ball,7.1,Comedy
5007,5007,The Lone Ranger,6.1,Adventure
5008,5008,The Lone Ranger and the Lost City of Gold,6.3,Action
5009,5009,Loves of a Blonde,6.8,Comedy
5010,5010,Vampire Hunter D: Bloodlust,7.0,Action
5011,5011,Wild Strawberries,7.9,Drama
5012,5012,Black Like Me,0.0,Drama
5013,5013,Cattle Queen of Montana,4.3,Western
5014,5014,Under the Skin,7.6,Drama
5015,5015,40 Days and 40 Nights,5.2,Comedy
5016,5016,We Were Soldiers,6.7,Action
5017,5017,Trouble Every Day,5.9,Drama
5018,5018,The Arena,6.0,Action
5019,5019,The Big Bird Cage,5.9,Action
5020,5020,The Big Doll House,6.0,Action
5021,5021,The Church,5.8,Horror
5022,5022,Cross Creek,6.5,Drama
5023,5023,FernGully: The Last Rainforest,6.1,Fantasy
5024,5024,Hell of the Living Dead,5.4,Horror
5025,5025,Intersection,5.1,Drama
5026,5026,"Jo Jo Dancer, Your Life Is Calling",6.8,Drama
5027,5027,StageFright: Aquarius,6.3,Horror
5028,5028,A Troll in Central Park,4.4,Fantasy
5029,5029,Zombie Flesh Eaters,6.4,Horror
5030,5030,The Amazing Quest of Ernest Bliss,6.8,Romance
5031,5031,My Favorite Brunette,6.6,Comedy
5032,5032,Royal Wedding,6.3,Comedy
5033,5033,Scarlet Street,7.7,Drama
5034,5034,All About the Benjamins,5.9,Action
5035,5035,The Time Machine,5.8,Science Fiction
5036,5036,Full Frontal,4.8,Comedy
5037,5037,Divorcing Jack,6.7,Comedy
5038,5038,The Field,7.0,Drama
5039,5039,Hidden Agenda,6.6,Mystery
5040,5040,The Magnificent Ambersons,7.5,Romance
5041,5041,Fun,5.7,Drama
5042,5042,Gloria,7.2,Drama
5043,5043,The Great Rock 'n' Roll Swindle,6.7,Comedy
5044,5044,Hangar 18,5.1,Action
5045,5045,Hawk the Slayer,4.5,Fantasy
5046,5046,He Knows You're Alone,5.3,Horror
5047,5047,Heaven's Gate,6.5,Action
5048,5048,Hero at Large,6.4,Action
5049,5049,Honeysuckle Rose,6.2,Drama
5050,5050,Hopscotch,6.7,Action
5051,5051,How to Beat the High Co$t of Living,5.8,Comedy
5052,5052,Humanoids from the Deep,5.9,Horror
5053,5053,Inside Moves,6.2,Drama
5054,5054,The Island,5.2,Action
5055,5055,The Jazz Singer,5.9,Drama
5056,5056,Who's Singin' Over There?,8.0,Drama
5057,5057,Zombie Lake,3.2,Horror
5058,5058,Lion of the Desert,7.5,Action
5059,5059,Little Darlings,6.6,Comedy
5060,5060,The Long Good Friday,7.1,Crime
5061,5061,The Long Riders,6.6,Western
5062,5062,The Man Who Saw Tomorrow,6.4,Drama
5063,5063,Eaten Alive!,4.9,Adventure
5064,5064,Mon Oncle d'Amérique,7.4,Comedy
5065,5065,The Monster Club,5.5,Comedy
5066,5066,Death Watch,6.0,Drama
5067,5067,Motel Hell,6.1,Comedy
5068,5068,Mother's Day,5.4,Action
5069,5069,The Mountain Men,5.6,Action
5070,5070,The Ninth Configuration,7.1,Comedy
5071,5071,Burial Ground,5.3,Horror
5072,5072,The Nude Bomb,5.1,Action
5073,5073,The Octagon,4.4,Adventure
5074,5074,"Oh, God! Book II",4.9,Fantasy
5075,5075,"Oh, God!",6.3,Fantasy
5076,5076,Oh Heavenly Dog,5.6,Comedy
5077,5077,"Pepi, Luci, Bom",6.7,Comedy
5078,5078,Super Fuzz,6.5,Fantasy
5079,5079,Ice Age,7.1,Animation
5080,5080,Resident Evil,6.4,Horror
5081,5081,Showtime,5.3,Action
5082,5082,Harrison's Flowers,6.6,Drama
5083,5083,Kissing Jessica Stein,5.9,Comedy
5084,5084,Pauline & Paulette,7.3,Drama
5085,5085,Promises,7.6,Documentary
5086,5086,Y Tu Mamá También,7.3,Drama
5087,5087,All the Right Moves,5.5,Romance
5088,5088,Barabbas,6.8,Adventure
5089,5089,The Ghost Breakers,7.1,Comedy
5090,5090,I Think I Do,4.7,Comedy
5091,5091,The Paleface,6.0,Comedy
5092,5092,Road to Morocco,7.4,Comedy
5093,5093,Road to Singapore,6.7,Comedy
5094,5094,Road to Utopia,6.5,Comedy
5095,5095,Road to Zanzibar,5.8,Comedy
5096,5096,Split Second,5.8,Thriller
5097,5097,A Tale of Springtime,7.4,Comedy
5098,5098,Taps,6.5,Drama
5099,5099,Return of the Secaucus Seven,5.4,Drama
5100,5100,Rude Boy,4.9,Music
5101,5101,Running Scared,5.0,Drama
5102,5102,Seems Like Old Times,6.3,Comedy
5103,5103,Serial,7.2,Comedy
5104,5104,The Young Master,7.0,Action
5105,5105,Shogun Assassin,6.9,Adventure
5106,5106,Simon,6.7,Comedy
5107,5107,Smokey and the Bandit II,5.1,Action
5108,5108,Smokey and the Bandit,6.8,Action
5109,5109,Smokey and the Bandit Part 3,4.4,Action
5110,5110,Spetters,6.0,Drama
5111,5111,Stir Crazy,6.7,Comedy
5112,5112,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,6.2,Comedy
5113,5113,Teheran '43,6.9,Action
5114,5114,Tender Cousins,6.2,Drama
5115,5115,Blade II,6.3,Fantasy
5116,5116,Sorority Boys,4.6,Comedy
5117,5117,Stolen Summer,6.4,Drama
5118,5118,In The Winter Dark,6.5,Foreign
5119,5119,George Washington,6.4,Drama
5120,5120,Homicidal,5.4,Horror
5121,5121,Life Is to Whistle,5.0,Sin Dato
5122,5122,The Light at the Edge of the World,6.5,Adventure
5123,5123,Mr. Sardonicus,5.4,Horror
5124,5124,Strait-Jacket,6.3,Drama
5125,5125,Clockstoppers,4.9,Adventure
5126,5126,Death to Smoochy,5.9,Comedy
5127,5127,Panic Room,6.6,Crime
5128,5128,The Rookie,6.5,Drama
5129,5129,No Such Thing,5.7,Comedy
5130,5130,The Piano Teacher,7.2,Drama
5131,5131,Teddy Bears' Picnic,0.0,Sin Dato
5132,5132,30 YEARS TO LIFE,6.0,Comedy
5133,5133,Time Out,5.5,Drama
5134,5134,Very Annie Mary,6.5,Comedy
5135,5135,Bar Girls,4.0,Romance
5136,5136,Boxcar Bertha,6.0,Crime
5137,5137,Crimes of Passion,5.9,Romance
5138,5138,The Evil That Men Do,5.5,Adventure
5139,5139,Fraternity Vacation,5.1,Comedy
5140,5140,Impromptu,6.4,Drama
5141,5141,Salmonberries,5.7,Drama
5142,5142,The Wrong Guys,6.0,Action
5143,5143,High Crimes,6.1,Drama
5144,5144,National Lampoon’s Van Wilder,5.9,Comedy
5145,5145,Crush,5.4,Romance
5146,5146,Lucky Break,6.5,Action
5147,5147,Les Destinées sentimentales,4.8,Drama
5148,5148,"After Dark, My Sweet",6.5,Crime
5149,5149,The Atomic Cafe,7.3,Documentary
5150,5150,Body and Soul,6.3,Drama
5151,5151,First Men in the Moon,6.2,Adventure
5152,5152,Rashomon,8.0,Crime
5153,5153,Slap Shot,7.1,Drama
5154,5154,Changing Lanes,5.9,Action
5155,5155,Frailty,7.0,Drama
5156,5156,New Best Friend,5.0,Drama
5157,5157,The Sweetest Thing,5.3,Romance
5158,5158,The Cat's Meow,6.0,Drama
5159,5159,Human Nature,6.1,Drama
5160,5160,My Big Fat Greek Wedding,6.2,Comedy
5161,5161,3:10 to Yuma,7.1,Drama
5162,5162,Bite the Bullet,6.0,Action
5163,5163,Breakout,6.4,Action
5164,5164,Joe Versus the Volcano,5.5,Fantasy
5165,5165,"Rome, Open City",7.9,Drama
5166,5166,Return of the Killer Tomatoes!,5.1,Comedy
5167,5167,Return to Horror High,4.9,Drama
5168,5168,Taking Care of Business,6.0,Comedy
5169,5169,Three Men and a Baby,5.8,Family
5170,5170,Three Men and a Little Lady,5.2,Comedy
5171,5171,Transylvania 6-5000,4.9,Comedy
5172,5172,The Watcher in the Woods,6.4,Fantasy
5173,5173,Murder by Numbers,6.0,Crime
5174,5174,The Scorpion King,5.3,Action
5175,5175,Behind the Sun,6.4,Drama
5176,5176,Chelsea Walls,4.0,Drama
5177,5177,Enigma,6.0,Mystery
5178,5178,Girls Can't Swim,4.5,Drama
5179,5179,Joshua,7.8,Drama
5180,5180,Nine Queens,7.4,Crime
5181,5181,Spooky House,5.3,Adventure
5182,5182,The Triumph of Love,5.0,Comedy
5183,5183,World Traveler,5.0,Drama
5184,5184,Jason X,4.5,Horror
5185,5185,Life or Something Like It,5.7,Comedy
5186,5186,Dogtown and Z-Boys,7.2,Documentary
5187,5187,"Frank McKlusky, C.I.",3.3,Action
5188,5188,In Praise of Love,6.7,Drama
5189,5189,Rain,5.8,Drama
5190,5190,Salton Sea,7.0,Crime
5191,5191,Some Body,8.0,Drama
5192,5192,Vulgar,5.3,Drama
5193,5193,The Aviator,5.7,Drama
5194,5194,Bob le Flambeur,7.5,Drama
5195,5195,Cadillac Man,5.3,Comedy
5196,5196,The Coca-Cola Kid,5.8,Comedy
5197,5197,Cuba,5.2,Action
5198,5198,Delirious,5.5,Fantasy
5199,5199,Full Moon in Blue Water,6.0,Drama
5200,5200,Husbands and Wives,6.7,Romance
5201,5201,Joe,5.4,Drama
5202,5202,Lenny,7.2,Drama
5203,5203,Nomads,5.3,Thriller
5204,5204,The Temp,5.5,Drama
5205,5205,Thief of Hearts,5.5,Crime
5206,5206,Triumph of the Spirit,7.3,Drama
5207,5207,Wild Orchid,4.6,Drama
5208,5208,Deuces Wild,5.5,Action
5209,5209,Hollywood Ending,6.4,Comedy
5210,5210,Spider-Man,6.8,Fantasy
5211,5211,The Mystic Masseur,4.0,Drama
5212,5212,Warm Water Under a Red Bridge,6.2,Drama
5213,5213,The Big Sleep,6.0,Drama
5214,5214,Butterflies Are Free,7.3,Comedy
5215,5215,Cactus Flower,7.0,Comedy
5216,5216,The Cassandra Crossing,6.3,Drama
5217,5217,The Giant Spider Invasion,3.9,Horror
5218,5218,Iron Will,6.2,Adventure
5219,5219,Mountains of the Moon,6.5,Action
5220,5220,Rambling Rose,6.4,Drama
5221,5221,The Survivors,5.7,Drama
5222,5222,White Fang,6.5,Action
5223,5223,White Fang 2: Myth of the White Wolf,5.1,Action
5224,5224,The New Guy,5.7,Comedy
5225,5225,Unfaithful,6.3,Thriller
5226,5226,The Lady and the Duke,6.0,War
5227,5227,Whore,5.6,Drama
5228,5228,My Beautiful Laundrette,6.6,Romance
5229,5229,Ballad of a Soldier,8.1,Drama
5230,5230,Big Bad Mama,6.4,Action
5231,5231,Big Bad Mama II,5.7,Action
5232,5232,Beyond the Darkness,6.3,Horror
5233,5233,Calamity Jane,6.8,Action
5234,5234,The Cranes Are Flying,7.9,Drama
5235,5235,Devil Doll,4.0,Horror
5236,5236,The Harvey Girls,6.1,Western
5237,5237,The Lady in Red,6.3,Action
5238,5238,About a Boy,6.6,Drama
5239,5239,Star Wars: Episode II - Attack of the Clones,6.4,Adventure
5240,5240,The Believer,6.8,Drama
5241,5241,The Importance of Being Earnest,6.8,Comedy
5242,5242,The Charge of the Light Brigade,6.3,Action
5243,5243,Every Which Way But Loose,6.2,Action
5244,5244,The Hound of the Baskervilles,6.7,Horror
5245,5245,I Want to Live!,7.2,Crime
5246,5246,The Last Waltz,7.9,Documentary
5247,5247,The Pride and the Passion,4.4,Action
5248,5248,Enough,6.2,Drama
5249,5249,Insomnia,6.8,Crime
5250,5250,Spirit: Stallion of the Cimarron,7.4,Western
5251,5251,CQ,6.0,Comedy
5252,5252,Thirteen Conversations About One Thing,6.4,Drama
5253,5253,Bus Stop,5.9,Drama
5254,5254,Cowboy,6.2,Western
5255,5255,Don't Bother to Knock,6.3,Drama
5256,5256,The Gambler,7.0,Drama
5257,5257,Let's Make Love,6.0,Comedy
5258,5258,Monkey Business,6.8,Comedy
5259,5259,Requiem for a Heavyweight,6.7,Drama
5260,5260,River of No Return,6.3,Adventure
5261,5261,The Sum of All Fears,5.9,Thriller
5262,5262,Undercover Brother,5.5,Action
5263,5263,The Diaries of Vaslav Nijinsky,5.0,Drama
5264,5264,The Sleepy Time Gal,0.0,Drama
5265,5265,84 Charing Cross Road,6.8,Drama
5266,5266,Dakota,4.1,Western
5267,5267,The Desert Rats,6.4,Action
5268,5268,Season's Beatings,5.8,Drama
5269,5269,Nora,6.1,Drama
5270,5270,Rapid Fire,6.2,Action
5271,5271,Silent Running,6.2,Adventure
5272,5272,Summer Holiday,6.4,Music
5273,5273,The Villain,5.7,Comedy
5274,5274,Zombie Holocaust,5.6,Horror
5275,5275,Bad Company,5.4,Action
5276,5276,Divine Secrets of the Ya-Ya Sisterhood,5.6,Comedy
5277,5277,Cherish,6.6,Comedy
5278,5278,Atanarjuat: The Fast Runner,6.3,Fantasy
5279,5279,The Bourne Identity,7.3,Action
5280,5280,Scooby-Doo,5.4,Mystery
5281,5281,Windtalkers,5.8,Drama
5282,5282,The Dangerous Lives of Altar Boys,6.4,Comedy
5283,5283,The Emperor's New Clothes,6.9,Comedy
5284,5284,Gangster No. 1,6.5,Action
5285,5285,Harvard Man,4.8,Drama
5286,5286,Dark Blue World,6.7,Action
5287,5287,Bad Company,6.3,Western
5288,5288,Caveman,6.2,Comedy
5289,5289,Cheech & Chong's The Corsican Brothers,5.0,Comedy
5290,5290,5 Card Stud,6.0,Action
5291,5291,For a Lost Soldier,5.3,Drama
5292,5292,Goin' South,5.5,Comedy
5293,5293,Hero and the Terror,5.3,Drama
5294,5294,Silver Bullet,6.1,Horror
5295,5295,"Sorry, Wrong Number",6.8,Drama
5296,5296,Hombre,7.2,Action
5297,5297,The Horse's Mouth,7.3,Comedy
5298,5298,The Manhattan Project,6.1,Science Fiction
5299,5299,Men at Work,5.5,Comedy
5300,5300,S.O.B.,6.3,Comedy
5301,5301,She Wore a Yellow Ribbon,7.1,Western
5302,5302,Traces of Red,7.3,Drama
5303,5303,V.I. Warshawski,4.6,Action
5304,5304,Juwanna Mann,4.2,Comedy
5305,5305,Lilo & Stitch,7.1,Animation
5306,5306,Minority Report,7.1,Action
5307,5307,Rabbit-Proof Fence,6.9,Adventure
5308,5308,Sunshine State,6.0,Drama
5309,5309,Hey Arnold! The Movie,5.6,Animation
5310,5310,Mr. Deeds,5.6,Comedy
5311,5311,Lovely & Amazing,6.3,Comedy
5312,5312,Pumpkin,5.9,Comedy
5313,5313,Look Who's Talking Now!,4.7,Romance
5314,5314,Lost in Yonkers,6.1,Drama
5315,5315,Mo' Money,5.6,Action
5316,5316,The Object of Beauty,5.7,Drama
5317,5317,Wagons East!,4.8,Adventure
5318,5318,Zebrahead,5.4,Drama
5319,5319,Like Mike,5.7,Comedy
5320,5320,Men in Black II,6.1,Action
5321,5321,The Powerpuff Girls Movie,5.6,Animation
5322,5322,Me Without You,7.1,Drama
5323,5323,The Crocodile Hunter: Collision Course,5.4,Family
5324,5324,Reign of Fire,6.0,Adventure
5325,5325,Road to Perdition,7.3,Thriller
5326,5326,All About Lily Chou-Chou,6.6,Comedy
5327,5327,My Wife Is an Actress,6.3,Drama
5328,5328,Never Again,4.0,Comedy
5329,5329,20 Million Miles to Earth,6.1,Science Fiction
5330,5330,Grand Theft Auto,6.1,Action
5331,5331,The Importance of Being Earnest,7.4,Romance
5332,5332,Perfect,3.9,Drama
5333,5333,1776,7.1,Drama
5334,5334,Fox and His Friends,7.6,Crime
5335,5335,The Legend of Boggy Creek,5.6,Mystery
5336,5336,Z,8.0,Drama
5337,5337,Halloween: Resurrection,4.5,Horror
5338,5338,Sex and Lucia,6.6,Drama
5339,5339,Eight Legged Freaks,5.4,Action
5340,5340,K-19: The Widowmaker,6.1,Drama
5341,5341,Stuart Little 2,5.4,Family
5342,5342,Austin Powers in Goldmember,5.9,Comedy
5343,5343,The Country Bears,4.3,Adventure
5344,5344,The Kid Stays in the Picture,7.3,Documentary
5345,5345,Happy Times,6.4,Drama
5346,5346,Tadpole,5.5,Comedy
5347,5347,Who Is Cletis Tout?,5.5,Action
5348,5348,Harry and Walter Go To New York,6.6,Crime
5349,5349,The Merchant of Four Seasons,7.2,Drama
5350,5350,Nosferatu the Vampyre,7.5,Drama
5351,5351,The Big Bus,6.1,Action
5352,5352,The Eddy Duchin Story,6.1,Drama
5353,5353,Fathom,7.1,Action
5354,5354,In Like Flint,6.1,Action
5355,5355,La Terra Trema,7.8,Drama
5356,5356,Modesty Blaise,5.3,Action
5357,5357,Ossessione,7.0,Crime
5358,5358,Our Man Flint,6.3,Adventure
5359,5359,Red Beard,8.1,Drama
5360,5360,Robin and Marian,6.6,Action
5361,5361,Top Secret!,7.0,Comedy
5362,5362,The Master of Disguise,3.7,Comedy
5363,5363,Signs,6.4,Drama
5364,5364,The Last Kiss,6.5,Comedy
5365,5365,Spy Kids 2: The Island of Lost Dreams,5.3,Action
5366,5366,The Good Girl,6.1,Drama
5367,5367,Blood Work,6.1,Crime
5368,5368,xXx,5.8,Action
5369,5369,24 Hour Party People,6.8,Comedy
5370,5370,Biggie and Tupac,6.3,Documentary
5371,5371,The Château,4.5,Comedy
5372,5372,Trois 2: Pandora's Box,2.5,Drama
5373,5373,Secret Ballot,5.7,Comedy
5374,5374,Martin Lawrence Live: Runteldat,5.0,Comedy
5375,5375,Lan Yu,6.6,Drama
5376,5376,Songs from the Second Floor,7.0,Drama
5377,5377,Read My Lips,7.0,Drama
5378,5378,Merci pour le Chocolat,5.5,Drama
5379,5379,Beau Pere,7.0,Drama
5380,5380,Change of Habit,6.2,Drama
5381,5381,A Matter of Taste,5.8,Drama
5382,5382,The Principal,6.1,Action
5383,5383,Rollerball,6.0,Adventure
5384,5384,The Adventures of Pluto Nash,4.4,Action
5385,5385,Blue Crush,5.6,Adventure
5386,5386,Mostly Martha,6.6,Romance
5387,5387,The Isle,6.9,Drama
5388,5388,Possession,6.5,Drama
5389,5389,One Hour Photo,6.6,Horror
5390,5390,Serving Sara,5.0,Comedy
5391,5391,S1m0ne,5.5,Comedy
5392,5392,Undisputed,6.1,Action
5393,5393,Amy's Orgasm,5.4,Comedy
5394,5394,Children on Their Birthdays,7.0,Comedy
5395,5395,Hush!,7.0,Drama
5396,5396,How I Killed My Father,6.3,Drama
5397,5397,Hybrid,0.0,Sin Dato
5398,5398,Satin Rouge,5.0,Music
5399,5399,The Care Bears Movie,5.4,Adventure
5400,5400,Care Bears Movie II: A New Generation,5.5,Adventure
5401,5401,Clash of the Titans,6.8,Adventure
5402,5402,Hot Shots!,6.4,Action
5403,5403,Nightmare City,5.4,Horror
5404,5404,The Swarm,5.4,Action
5405,5405,Time After Time,6.8,Adventure
5406,5406,The Unearthly,3.7,Science Fiction
5407,5407,976-EVIL,4.9,Horror
5408,5408,Camilla,4.9,Adventure
5409,5409,Down and Out in Beverly Hills,5.9,Comedy
5410,5410,Flaming Star,6.1,Action
5411,5411,Love Me Tender,5.5,Drama
5412,5412,The Return of the Vampire,6.0,Horror
5413,5413,The Revenge of Frankenstein,6.8,Horror
5414,5414,Stakeout,6.3,Action
5415,5415,Wild in the Country,6.8,Drama
5416,5416,Wolfen,6.0,Drama
5417,5417,FearDotCom,3.2,Horror
5418,5418,Slap Her... She's French,5.5,Comedy
5419,5419,Love and a Bullet,3.0,Action
5420,5420,Mad Love,5.2,Drama
5421,5421,À Nous la Liberté,7.4,Comedy
5422,5422,True Colors,6.5,Drama
5423,5423,Snipes,7.5,Drama
5424,5424,City By The Sea,5.7,Crime
5425,5425,Swimfan,5.0,Drama
5426,5426,Heartbreak Hospital,0.0,Comedy
5427,5427,The Incubus,5.5,Horror
5428,5428,Johnny Dangerously,6.3,Action
5429,5429,The Last House on the Left,6.0,Horror
5430,5430,Thesis,7.2,Horror
5431,5431,The Pinochet Case,8.0,Documentary
5432,5432,Barbershop,6.2,Comedy
5433,5433,Stealing Harvard,4.4,Action
5434,5434,The Transporter,6.6,Action
5435,5435,Betty Fisher and Other Stories,7.0,Drama
5436,5436,The Children of the Century,6.6,Drama
5437,5437,Igby Goes Down,6.5,Comedy
5438,5438,Quitting,7.2,Drama
5439,5439,Aspen Extreme,5.3,Drama
5440,5440,Betsy's Wedding,5.0,Comedy
5441,5441,Captain Ron,5.6,Action
5442,5442,The Devil Bat,5.7,Crime
5443,5443,Ernest Goes to Jail,5.1,Comedy
5444,5444,Ernest Scared Stupid,5.9,Horror
5445,5445,The Gypsy Moths,5.9,Romance
5446,5446,The Hills Have Eyes Part II,4.3,Horror
5447,5447,The Hills Have Eyes,6.1,Horror
5448,5448,Indian Summer,6.8,Comedy
5449,5449,The Mack,7.2,Drama
5450,5450,Monkey Trouble,5.8,Comedy
5451,5451,Monster in the Closet,4.8,Horror
5452,5452,No Way to Treat a Lady,6.3,Comedy
5453,5453,Shock Waves,5.3,Horror
5454,5454,Spaced Invaders,4.8,Comedy
5455,5455,Suburban Commando,4.6,Action
5456,5456,Surf Ninjas,4.4,Action
5457,5457,Tabu,7.4,Adventure
5458,5458,The Wanderers,7.2,Drama
5459,5459,The Yearling,6.9,Drama
5460,5460,The Ladykillers,7.3,Comedy
5461,5461,The Lavender Hill Mob,7.3,Comedy
5462,5462,The Man in the White Suit,6.9,Comedy
5463,5463,Ratcatcher,7.5,Drama
5464,5464,Society,6.6,Comedy
5465,5465,Son of the Bride,7.3,Comedy
5466,5466,The Experiment,7.5,Drama
5467,5467,Ballistic: Ecks vs. Sever,4.3,Action
5468,5468,The Banger Sisters,5.5,Comedy
5469,5469,The Four Feathers,6.5,War
5470,5470,Trapped,5.8,Action
5471,5471,8 Women,6.9,Comedy
5472,5472,His Secret Life,7.0,Drama
5473,5473,Invincible,6.5,Drama
5474,5474,The Mesmerist,0.0,Horror
5475,5475,Secretary,6.8,Comedy
5476,5476,Spirited Away,8.3,Fantasy
5477,5477,The Trials of Henry Kissinger,6.3,Documentary
5478,5478,Sweet Home Alabama,6.1,Comedy
5479,5479,The Tuxedo,5.3,Thriller
5480,5480,Charly,7.6,Comedy
5481,5481,Crazy As Hell,5.0,Horror
5482,5482,Just a Kiss,0.0,Comedy
5483,5483,Moonlight Mile,6.4,Romance
5484,5484,Shanghai Ghetto,0.0,Documentary
5485,5485,Skins,6.0,Action
5486,5486,Wasabi,6.2,Drama
5487,5487,Jonah: A VeggieTales Movie,6.4,Action
5488,5488,Red Dragon,6.7,Crime
5489,5489,Between Strangers,7.0,Drama
5490,5490,Bloody Sunday,7.2,Action
5491,5491,Heaven,6.8,Drama
5492,5492,Pipe Dream,6.5,Comedy
5493,5493,The Man from Elysian Fields,5.9,Drama
5494,5494,Welcome to Collinwood,6.2,Comedy
5495,5495,Flirting,6.4,Drama
5496,5496,Mothra vs. Godzilla,6.4,Fantasy
5497,5497,Godzilla's Revenge,4.4,Fantasy
5498,5498,"Godzilla, King of the Monsters!",6.8,Science Fiction
5499,5499,The Moderns,5.6,Drama
5500,5500,The Onion Field,6.2,Crime
5501,5501,Powaqqatsi,7.4,Documentary
5502,5502,The Pride of the Yankees,7.1,Drama
5503,5503,Texasville,5.2,Drama
5504,5504,Valmont,6.7,Drama
5505,5505,Ernest Goes to Africa,3.5,Comedy
5506,5506,Ernest In The Army,3.3,Comedy
5507,5507,Horror of Dracula,7.2,Horror
5508,5508,Strange Brew,6.2,Comedy
5509,5509,The Incredible Mr. Limpet,6.4,Animation
5510,5510,Claire of the Moon,5.2,Drama
5511,5511,Django,7.1,Action
5512,5512,Django Strikes Again,4.6,Western
5513,5513,The Fan,7.3,Drama
5514,5514,Festival in Cannes,0.0,Drama
5515,5515,Flashback,6.6,Action
5516,5516,Hanky Panky,6.0,Mystery
5517,5517,The Rocking Horse Winner,5.9,Drama
5518,5518,Seance on a Wet Afternoon,7.0,Thriller
5519,5519,Shamus,7.6,Mystery
5520,5520,The Wrong Guy,7.6,Action
5521,5521,Below,6.0,Thriller
5522,5522,Brown Sugar,7.0,Comedy
5523,5523,Knockaround Guys,5.9,Crime
5524,5524,The Rules of Attraction,6.3,Comedy
5525,5525,Tuck Everlasting,6.4,Drama
5526,5526,White Oleander,7.2,Drama
5527,5527,Bowling for Columbine,7.3,Documentary
5528,5528,Comedian,6.8,Comedy
5529,5529,On Guard,6.5,Drama
5530,5530,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,Adventure
5531,5531,Punch-Drunk Love,6.9,Comedy
5532,5532,Safe Conduct,5.4,War
5533,5533,Swept Away,4.8,Comedy
5534,5534,The Young Unknowns,0.0,Drama
5535,5535,Abandon,4.6,Drama
5536,5536,The 51st State,5.9,Thriller
5537,5537,The Ring,6.5,Horror
5538,5538,Auto Focus,6.1,Drama
5539,5539,Fidel: The Untold Story,7.1,Documentary
5540,5540,The Grey Zone,6.3,Drama
5541,5541,Hansel & Gretel,5.9,Comedy
5542,5542,Naqoyqatsi,6.1,Documentary
5543,5543,Real Women Have Curves,5.9,Comedy
5544,5544,Russian Ark,7.2,Mystery
5545,5545,Take Care of My Cat,7.2,Drama
5546,5546,Tully,6.4,Drama
5547,5547,Billy Bathgate,5.7,Drama
5548,5548,Grave of the Fireflies,8.2,Animation
5549,5549,Jason Goes to Hell: The Final Friday,4.2,Fantasy
5550,5550,The Mechanic,6.8,Action
5551,5551,Saturday Night Fever,6.5,Drama
5552,5552,Staying Alive,4.7,Drama
5553,5553,To the Devil a Daughter,6.0,Horror
5554,5554,Urban Cowboy,5.7,Drama
5555,5555,Terror Train,5.8,Horror
5556,5556,Times Square,7.4,Drama
5557,5557,Tom Horn,6.9,Action
5558,5558,The Pumaman,2.9,Science Fiction
5559,5559,Up the Academy,6.1,Comedy
5560,5560,When Time Ran Out...,7.0,Action
5561,5561,Wholly Moses,4.9,Comedy
