,title,vote_average,genres
9750,The Sicilian Clan,7.1,Crime
9751,Love Me Tonight,5.5,Comedy
9752,A Hole in My Heart,4.5,Drama
9753,Bigger Than the Sky,4.7,Comedy
9754,Diary of a Mad Black Woman,6.4,Comedy
9755,Cursed,5.1,Horror
9756,Up and Down,8.2,Comedy
9757,Gory Gory Hallelujah,1.0,Sin Dato
9758,The Pacifier,5.8,Action
9759,Be Cool,5.4,Comedy
9760,Gunner Palace,5.9,Documentary
9761,Walk on Water,6.5,Drama
9762,Hostage,6.2,Mystery
9763,Robots,6.0,Animation
9764,The Laughing Policeman,5.8,Crime
9765,Bopha!,0.0,Drama
9766,Class Action,6.4,Drama
9767,The Cat and the Canary,7.0,Drama
9768,Courage Mountain,7.1,Drama
9769,Kiss The Bride,5.4,Comedy
9770,Godzilla vs. The Sea Monster,5.7,Fantasy
9771,Godzilla vs. Mechagodzilla II,6.7,Action
9772,That Championship Season,4.3,Drama
9773,Crush,5.5,Comedy
9774,DNA,3.5,Horror
9775,The Low Life,6.0,Sin Dato
9776,Rendez-vous,4.5,Drama
9777,"Oh, God! You Devil",5.5,Comedy
9778,Amongst Friends,4.3,Crime
9779,Asfalto,6.0,Drama
9780,God Is Brazilian,5.5,Adventure
9781,Captains of April,6.5,Drama
9782,Blackball,5.6,Comedy
9783,The Agony and the Ecstasy,6.8,Drama
9784,Return to Peyton Place,7.2,Drama
9785,Butch and Sundance: The Early Days,4.6,Western
9786,It Happened to Jane,6.6,Comedy
9787,Once Upon a Forest,6.2,Animation
9788,Hello Down There,5.3,Comedy
9789,All in a Night's Work,5.5,Comedy
9790,Twentieth Century,6.4,Comedy
9791,My Sister Eileen,7.3,Comedy
9792,Strangers When We Meet,3.8,Romance
9793,Or (My Treasure),6.0,Drama
9794,Chronicles,7.0,Crime
9795,Lackawanna Blues,6.0,Drama
9796,The Green Berets,5.8,War
9797,Elevator to the Gallows,7.6,Drama
9798,The Diary of a Chambermaid,5.9,Drama
9799,Violent Cop,7.1,Action
9800,Four Shades of Brown,5.8,Comedy
9801,Brian's Song,7.1,Drama
9802,Thriller: A Cruel Picture,6.5,Horror
9803,Cube Zero,5.7,Mystery
9804,Into the Sun,4.2,Action
9805,Project Grizzly,5.6,Documentary
9806,Lumikuningatar,7.0,Sin Dato
9807,Julia,6.3,Drama
9808,Save the Green Planet!,6.8,Comedy
9809,Stealing Rembrandt,5.6,Action
9810,A Snake of June,6.7,Drama
9811,Thirty Seconds Over Tokyo,6.5,History
9812,Vares: Private Eye,6.2,Action
9813,Girl Crazy,7.5,Comedy
9814,The 3 Penny Opera,7.4,Comedy
9815,The Boys from County Clare,6.5,Romance
9816,Ice Princess,5.9,Drama
9817,Melinda and Melinda,6.3,Comedy
9818,Milk and Honey,0.0,Drama
9819,Miss Congeniality 2: Armed and Fabulous,5.3,Action
9820,Guess Who,5.5,Comedy
9821,D.E.B.S.,5.6,Action
9822,A League of Ordinary Gentlemen,0.0,Documentary
9823,Incident at Loch Ness,5.8,Adventure
9824,The River,6.5,Drama
9825,Virginia's Run,6.5,Drama
9826,Yanks,5.7,Romance
9827,Paradise Alley,5.5,Action
9828,The Seagull's Laughter,6.4,Drama
9829,Wild Horses,6.1,Action
9830,Woman Thou Art Loosed,5.0,Drama
9831,Arrowsmith,6.0,Drama
9832,Barbary Coast,4.8,Action
9833,Stella Dallas,6.7,Drama
9834,Free Radicals,5.0,Comedy
9835,The Unfaithful,5.8,Thriller
9836,Come and Get It,5.4,Drama
9837,Panic in the Streets,7.1,Drama
9838,Call Northside 777,6.8,Crime
9839,Young Törless,5.7,Thriller
9840,Bells Are Ringing,5.6,Comedy
9841,Finian's Rainbow,5.3,Music
9842,The Toolbox Murders,5.4,Horror
9843,The Sword of Doom,7.6,Action
9844,Deep Crimson,6.3,Romance
9845,800 Bullets,6.0,Action
9846,Matango: Attack of the Mushroom People,6.1,Science Fiction
9847,Ebola Syndrome,6.5,Crime
9848,The Music of Chance,5.6,Drama
9849,Tammy and the T-Rex,4.5,Comedy
9850,Mixed Blood,5.9,Action
9851,If Looks Could Kill,5.6,Adventure
9852,Greedy,5.9,Comedy
9853,Carmen,5.5,Drama
9854,My Neighbors the Yamadas,7.0,Animation
9855,Pom Poko,7.2,Adventure
9856,Knockin' on Heaven's Door,7.6,Comedy
9857,City of Hope,5.3,Drama
9858,We're No Angels,6.9,Romance
9859,Sons and Lovers,6.8,Drama
9860,The Arrow,4.7,Documentary
9861,Ruggles of Red Gap,5.1,Comedy
9862,Greetings,5.2,Comedy
9863,End of the Century: The Story of The Ramones,7.9,Documentary
9864,Love Letter,7.9,Drama
9865,Natural City,5.2,Science Fiction
9866,This Sporting Life,6.8,Drama
9867,A Touch of Zen,7.7,Action
9868,Walker,6.4,Drama
9869,Zu: Warriors from the Magic Mountain,6.6,Action
9870,Whistle Down the Wind,6.6,Drama
9871,The Earrings of Madame de...,7.8,Drama
9872,No One Writes to the Colonel,3.6,Drama
9873,Speedy,7.8,Comedy
9874,Memories,7.2,Fantasy
9875,Invasion of Astro-Monster,6.2,Romance
9876,Harvie Krumpet,7.0,Animation
9877,Intimate Affairs,4.9,Drama
9878,The Wild Parrots of Telegraph Hill,7.3,Documentary
9879,The Ballad of Jack and Rose,6.5,Drama
9880,Sin City,7.2,Action
9881,Beauty Shop,5.4,Comedy
9882,Look at Me,6.4,Drama
9883,Dust to Glory,5.4,Documentary
9884,Sahara,5.7,Action
9885,Fever Pitch,5.9,Comedy
9886,Winter Solstice,5.3,Drama
9887,Smile,6.0,Drama
9888,Eye of the Tiger,5.1,Action
9889,Not on the Lips,5.9,Comedy
9890,"Krakatoa, East of Java",4.8,Action
9891,Rhinestone,4.9,Comedy
9892,Electra Glide in Blue,6.6,Thriller
9893,Bring on the Night,7.8,Music
9894,A Special Day,7.7,Drama
9895,This Land Is Mine,6.6,Drama
9896,The Foul King,6.3,Comedy
9897,The Man Who Planted Trees,8.2,Animation
9898,Tanguy,5.8,Comedy
9899,National Lampoon's Gold Diggers,3.1,Comedy
9900,Blind Horizon,5.9,Drama
9901,Islands in the Stream,6.5,Drama
9902,Go for Broke!,5.2,Action
9903,The Blood on Satan's Claw,6.9,Horror
9904,"Reuben, Reuben",7.0,Drama
9905,TNT Jackson,5.9,Action
9906,Why Has Bodhi-Dharma Left for the East?,6.8,Drama
9907,Blue,7.5,Drama
9908,Bilitis,6.0,Drama
9909,Burn!,6.5,Action
9910,Battle of the Bulge,6.4,Drama
9911,Ghosts... of the Civil Dead,6.2,Crime
9912,The Little Girl Who Lives Down the Lane,7.0,Drama
9913,Arabian Nights,6.0,Drama
9914,Age of Consent,6.0,Comedy
9915,Oedipus Rex,6.5,Drama
9916,Ringu 0,5.8,Horror
9917,Brothers,6.5,Drama
9918,"Dearest Relatives, Poisonous Relations",6.8,Comedy
9919,Major Barbara,6.8,Comedy
9920,Steppenwolf,4.7,Drama
9921,Hawaii,5.8,Drama
9922,Pretty Maids All in a Row,6.8,Comedy
9923,Loners,7.9,Comedy
9924,Red Desert,7.4,Drama
9925,Satan's Brew,6.9,Comedy
9926,Mädchen in Uniform,6.8,Romance
9927,Diary of a Lost Girl,7.4,Drama
9928,Sexmission,7.4,Science Fiction
9929,44 Minutes: The North Hollywood Shoot-Out,6.4,Action
9930,Macbeth,6.7,Drama
9931,Garage Olimpo,6.5,Drama
9932,Vincent,7.9,Animation
9933,Waterloo Bridge,8.0,Drama
9934,Hôtel Terminus: The Life and Times of Klaus Barbie,6.5,War
9935,The Sorrow and the Pity,7.3,Documentary
9936,First Desires,4.5,Drama
9937,With Six You Get Eggroll,6.3,Comedy
9938,"Move Over, Darling",5.9,Comedy
9939,Love Me or Leave Me,6.9,Drama
9940,Jour de Fête,7.2,Comedy
9941,The Big Store,5.9,Comedy
9942,Mother Küsters Goes to Heaven,8.2,Drama
9943,Ivan's Childhood,7.7,Drama
9944,A Trip to the Moon,7.9,Adventure
9945,Whisky,5.5,Comedy
9946,The Ascent,8.0,Drama
9947,Carrie,5.4,TV Movie
9948,Boccaccio '70,6.9,Romance
9949,Frankenfish,4.7,TV Movie
9950,Who's Your Daddy?,4.6,Comedy
9951,Control,6.0,Action
9952,Category 6: Day of Destruction,5.2,Action
9953,Trespassing,4.3,Horror
9954,A Self-Made Hero,6.1,Drama
9955,Life Is Sweet,6.9,Comedy
9956,Ride the Pink Horse,6.8,Drama
9957,The Chant of Jimmie Blacksmith,6.7,Crime
9958,Double Suicide,6.5,Drama
9959,Boy,7.0,Crime
9960,Let Him Have It,6.5,Drama
9961,Guelwaar,5.0,Drama
9962,Dr. Akagi,7.2,Comedy
9963,Black Rain,7.1,Drama
9964,Alexandra's Project,5.8,Mystery
9965,Clean,6.7,Drama
9966,The Delicate Art of Parking,7.0,Sin Dato
9967,Wilson,5.5,Romance
9968,Blossoms in the Dust,6.5,Drama
9969,The Hitchhiker's Guide to the Galaxy,6.6,Adventure
9970,King's Game,6.9,Thriller
9971,Barefoot,6.7,Romance
9972,Dark Habits,7.4,Drama
9973,Snake and Crane Arts of Shaolin,6.8,Drama
9974,The Eiger Sanction,6.2,Action
9975,It Started in Naples,5.9,Comedy
9976,Skin Game,6.5,Action
9977,F for Fake,7.2,Documentary
9978,Love Comes Softly,6.2,Drama
9979,The Amityville Horror,6.0,Horror
9980,Mutant Aliens,7.8,Animation
9981,Acts of Worship,6.3,Drama
9982,Ike: Countdown to D-Day,5.7,Drama
9983,Cry of the Banshee,5.5,Horror
9984,Phantom Lady,6.4,Crime
9985,Act of Violence,6.2,Drama
9986,Rouge,6.8,Drama
9987,Miracle in Milan,7.0,Drama
9988,Before the Fall,7.3,Drama
9989,The Frisco Kid,6.0,Western
9990,Onmyoji: The Yin Yang Master,7.3,Drama
9991,State Property 2,5.5,Action
9992,The Year of the Yao,5.5,Documentary
9993,House of D,6.2,Comedy
9994,Palindromes,6.5,Comedy
9995,Down and Derby,4.1,Comedy
9996,A Wake in Providence,0.0,Comedy
9997,A Lot Like Love,6.5,Comedy
9998,King's Ransom,5.1,Comedy
9999,The Game of Their Lives,5.8,Drama
10000,Madison,5.3,Action
10001,Enron: The Smartest Guys in the Room,7.2,Documentary
10002,xXx: State of the Union,4.7,Action
10003,Death of a Dynasty,4.0,Sin Dato
10004,Kingdom of Heaven,6.6,Drama
10005,House of Wax,5.5,Horror
10006,Crash,7.2,Drama
10007,Jiminy Glick in Lalawood,3.3,Comedy
10008,Mysterious Skin,7.4,Drama
10009,Mischief,6.2,Comedy
10010,Jubal,6.8,Action
10011,Viva Maria!,5.8,Adventure
10012,Between Your Legs,5.8,Drama
10013,Zatôichi Meets the One-Armed Swordsman,6.3,Adventure
10014,The Angry Silence,7.4,Drama
10015,Isadora,6.2,Drama
10016,San Francisco,7.0,Music
10017,Earth,7.1,Drama
10018,Él,7.8,Thriller
10019,La Chienne,7.1,Drama
10020,Eréndira,6.0,Drama
10021,The Private Lives of Elizabeth and Essex,7.0,Drama
10022,The Search,7.2,Drama
10023,Satantango,8.1,Drama
10024,On Borrowed Time,8.2,Comedy
10025,The Taste of Tea,7.0,Comedy
10026,Kes,7.6,Drama
10027,The Human Comedy,6.5,Comedy
10028,Vampire Hunter D,6.6,Animation
10029,Buying the Cow,5.6,Comedy
10030,A Common Thread,5.6,Drama
10031,The Cocoanuts,7.1,Comedy
10032,The Bridge,7.6,Drama
10033,In the Time of the Butterflies,6.6,TV Movie
10034,Road House,6.2,Drama
10035,Dark Eyes,6.5,Comedy
10036,Edges of the Lord,7.2,Comedy
10037,Kids Return,7.0,Comedy
10038,The Fearless Freaks,7.1,Music
10039,Off the Map,5.7,Drama
10040,Unconscious,6.5,Comedy
10041,The Tesseract,3.8,Thriller
10042,25 Watts,5.7,Comedy
10043,The Hiding Place,6.1,Drama
10044,The Keys of the Kingdom,6.8,Drama
10045,300 Miles to Heaven,4.5,Drama
10046,The Adventurer,7.0,Comedy
10047,Crackerjack,7.3,Comedy
10048,Solino,7.0,Comedy
10049,Dear Wendy,5.6,Comedy
10050,The List of Adrian Messenger,6.6,Crime
10051,9 Souls,6.8,Crime
10052,Los Angeles Plays Itself,7.1,Documentary
10053,Unleashed,6.6,Action
10054,The Red Squirrel,6.5,Drama
10055,Martin (Hache),7.3,Drama
10056,"Ugly, Dirty and Bad",7.2,Comedy
10057,Leolo,7.2,Comedy
10058,DuckTales: The Movie - Treasure of the Lost Lamp,6.7,Adventure
10059,Babes in Arms,6.5,Drama
10060,Samaritan Girl,6.9,Drama
10061,Star Wars: Episode III - Revenge of the Sith,7.1,Science Fiction
10062,Kicking & Screaming,5.6,Romance
10063,Monster-in-Law,5.6,Romance
10064,Agatha,6.8,Drama
10065,Death Takes a Holiday,5.8,Romance
10066,Vodka Lemon,8.0,Drama
10067,Deep Blue,5.6,Documentary
10068,The Invisible Woman,6.0,Romance
10069,The Snow Walker,6.3,Action
10070,Divorce Italian Style,7.9,Comedy
10071,Carefree,6.7,Comedy
10072,Shaolin Drunkard,6.0,Action
10073,China Strike Force,5.3,Action
10074,Dawg,4.5,Comedy
10075,9 Songs,5.1,Drama
10076,The Uninvited,7.0,Drama
10077,Bad Guy,7.0,Drama
10078,Simon,7.8,Drama
10079,December 7th,5.8,History
10080,Bataan,6.2,Action
10081,Madagascar,6.6,Family
10082,Somersault,6.2,Drama
10083,11 Harrowhouse,6.8,Drama
10084,Airborne,6.1,Action
10085,Mad Hot Ballroom,7.2,Documentary
10086,Tell Them Who You Are,5.3,Documentary
10087,Dominion: Prequel to the Exorcist,4.8,Horror
10088,The Longest Yard,6.2,Comedy
10089,Saving Face,6.8,Comedy
10090,Most Wanted,5.8,Action
10091,Cinderella Man,7.3,Romance
10092,The Sisterhood of the Traveling Pants,6.3,Drama
10093,Lords of Dogtown,7.0,Drama
10094,After You,6.9,Comedy
10095,Rock School,6.4,Action
10096,Mr. & Mrs. Smith,6.5,Action
10097,The Adventures of Sharkboy and Lavagirl,4.4,Adventure
10098,High Tension,6.6,Horror
10099,The Honeymooners,4.1,Comedy
10100,Parineeta,6.6,Drama
10101,Toto the Hero,6.9,Drama
10102,Ladies in Lavender,6.5,Drama
10103,It's All Gone Pete Tong,7.1,Drama
10104,Daybreak,3.9,Action
10105,When Trumpets Fade,6.2,Drama
10106,Innocent Voices,7.6,Drama
10107,Godzilla vs. Biollante,6.5,Horror
10108,Anna and the King of Siam,5.8,Drama
10109,Dirty Filthy Love,5.7,Drama
10110,Good Neighbor Sam,5.0,Comedy
10111,Eddie Izzard: Dress to Kill,8.1,Comedy
10112,Quo Vadis,7.0,Drama
10113,The Captain's Paradise,5.9,Romance
10114,Batman Begins,7.5,Action
10115,Aragami,6.6,Action
10116,Godzilla: Final Wars,6.4,Action
10117,Kings and Queen,7.6,Romance
10118,The Perfect Man,5.5,Comedy
10119,My Summer of Love,6.0,Drama
10120,Heights,6.7,Drama
10121,The Deal,5.3,Thriller
10122,The Bridge of San Luis Rey,5.4,Romance
10123,Saint Ralph,7.3,Comedy
10124,Herbie Fully Loaded,5.1,Comedy
10125,Yes,6.0,Drama
10126,Land of the Dead,6.0,Horror
10127,Bewitched,4.8,Comedy
10128,Rize,5.9,Documentary
10129,Exiles,6.4,Adventure
10130,Home Movie,6.0,Comedy
10131,Becky Sharp,3.0,Drama
10132,Danger: Diabolik,6.1,Action
10133,The Trail of the Lonesome Pine,5.3,Action
10134,Me and You and Everyone We Know,7.0,Comedy
10135,Ferpect Crime,6.7,Thriller
10136,Three… Extremes,6.7,Horror
10137,Happily Ever After,5.9,Drama
10138,Satan's Little Helper,5.0,Horror
10139,The Edukators,7.2,Drama
10140,Somebody Up There Likes Me,6.8,Drama
10141,An Unmarried Woman,6.1,Drama
10142,The Racket,5.9,Drama
10143,The Member of the Wedding,5.7,Drama
10144,Coronado,3.8,Action
10145,Retrograde,2.9,Action
10146,Trekkies 2,6.8,Documentary
10147,Man with the Screaming Brain,5.3,Comedy
10148,Ulzana's Raid,6.3,Action
10149,Rabbit Test,3.7,Comedy
10150,The New Land,6.9,Drama
10151,The Adventures of Mark Twain,5.0,Adventure
10152,Bordertown,4.8,Crime
10153,Cop and ½,4.3,Action
10154,Equinox,5.6,Drama
10155,Father's Little Dividend,6.4,Romance
10156,For Pete's Sake,5.1,Action
10157,Twenty Bucks,5.9,Drama
10158,Do Not Disturb,5.0,Thriller
10159,Deceived,5.4,Thriller
10160,Room Service,6.4,Comedy
10161,Desert Saints,5.2,Thriller
10162,Caterina in the Big City,6.5,Comedy
10163,My Friends,7.9,Comedy
10164,At the Circus,6.5,Comedy
10165,The Outfit,6.0,Crime
10166,Modigliani,7.3,Drama
10167,Broadway Melody of 1940,6.0,Music
10168,The I Inside,5.8,Thriller
10169,War of the Worlds,6.2,Adventure
10170,My Brilliant Career,5.4,Drama
10171,Godzilla vs. Hedorah,6.3,Science Fiction
10172,Gambit,6.8,Action
10173,Billion Dollar Brain,5.3,Thriller
10174,March of the Penguins,6.9,Documentary
10175,Right Now,5.6,Crime
10176,Julian Po,6.1,Comedy
10177,The God Who Wasn't There,6.2,Documentary
10178,Black Belt Jones,6.2,Action
10179,Rebound,5.2,Comedy
10180,Bonjour Monsieur Shlomi,7.0,Comedy
10181,The Inner Circle,4.9,Drama
10182,Dark Water,5.3,Drama
10183,The Beat That My Heart Skipped,6.8,Drama
10184,Fantastic Four,5.5,Action
10185,Murderball,6.9,Documentary
10186,Saraband,6.3,Music
10187,Julie Johnson,7.5,Romance
10188,Wedding Crashers,6.4,Comedy
10189,Happy Endings,5.6,Comedy
10190,C.H.O.M.P.S.,3.5,Family
10191,The Hindenburg,6.2,History
10192,Staying Together,7.0,Comedy
10193,Twin Sitters,6.2,Comedy
10194,Conflict,5.6,Thriller
10195,Russian Dolls,6.8,Comedy
10196,The Crippled Masters,4.8,Action
10197,General Della Rovere,7.3,War
10198,Rick,5.9,Comedy
10199,No Blade of Grass,6.7,Drama
10200,A Time to Love and a Time to Die,7.4,Drama
10201,The Big Sky,5.6,Adventure
10202,Fighter In The Wind,6.7,Action
10203,Pornography,6.5,War
10204,Symmetry,6.2,Drama
10205,Karol: A Man Who Became Pope,6.9,Drama
10206,Family Resemblances,7.2,Comedy
10207,Hustle & Flow,6.9,Drama
10208,Hardware,5.6,Horror
10209,The Appaloosa,6.0,Action
10210,Journey Into Fear,6.0,Mystery
10211,The Calcium Kid,5.4,Comedy
10212,Funny Ha Ha,6.3,Drama
10213,The Island,6.5,Action
10214,Bad News Bears,5.7,Comedy
10215,The Devil's Rejects,6.6,Drama
10216,Last Days,5.3,Drama
10217,November,6.8,Drama
10218,Sky High,5.8,Adventure
10219,Stealth,4.9,Action
10220,Must Love Dogs,5.8,Romance
10221,The Aristocrats,6.0,Comedy
10222,Twice in a Lifetime,6.0,Drama
10223,Georgy Girl,6.8,Drama
10224,This Is My Life,6.3,Drama
10225,The Music Lovers,6.5,Drama
10226,Kiss and Make-Up,5.2,Comedy
10227,Killer Condom,5.7,Comedy
10228,A Touch of Spice,7.2,Comedy
10229,Dust Devil,6.7,Horror
10230,Phone,6.3,Mystery
10231,The Order,4.3,Adventure
10232,Serenity,7.4,Science Fiction
10233,The End of Suburbia: Oil Depletion and the Collapse of the American Dream,7.3,Documentary
10234,Let's Get Lost,7.6,Music
10235,The Talent Given Us,5.5,Comedy
10236,Sholay,6.9,Action
10237,Broken Flowers,6.8,Comedy
10238,Mr. Canton and Lady Rose,6.9,Crime
10239,Christmas in August,7.4,Drama
10240,Hum Dil De Chuke Sanam,6.5,Drama
10241,Baby Face,6.9,Drama
10242,The Star,7.2,Drama
10243,The Browning Version,7.3,Drama
10244,Fourteen Hours,6.9,Drama
10245,The Heart is Deceitful Above All Things,5.7,Drama
10246,Whispering Corridors,5.8,Horror
10247,Man-Thing,4.0,Action
10248,Berserk,5.6,Horror
10249,The Dukes of Hazzard,5.1,Action
10250,The Chumscrubber,6.7,Comedy
10251,Secuestro Express,5.8,Drama
10252,Junebug,6.5,Comedy
10253,Deuce Bigalow: European Gigolo,4.6,Comedy
10254,The Skeleton Key,6.4,Drama
10255,Four Brothers,6.7,Action
10256,The Great Raid,6.8,Action
10257,Asylum,6.5,Drama
10258,Pretty Persuasion,5.9,Comedy
10259,Grizzly Man,7.3,Documentary
10260,The Tree of Wooden Clogs,7.1,Drama
10261,The Girl in the Café,6.6,Comedy
10262,The 24th Day,7.0,Drama
10263,Prime Cut,6.1,Action
10264,The Best of Everything,7.2,Drama
10265,Summer Magic,6.4,Comedy
10266,The Three Stooges Meet Hercules,7.0,Action
10267,Race with the Devil,6.9,Horror
10268,Acacia,5.4,Horror
10269,Mermaid Chronicles Part 1: She Creature,5.8,Horror
10270,Attila,6.5,War
10271,Un Flic,7.1,Crime
10272,One Point O,5.8,Science Fiction
10273,My Date with Drew,6.3,Documentary
10274,Private Resort,5.5,Comedy
10275,Pusher II: With Blood on My Hands,7.2,Crime
10276,A Woman Rebels,4.5,Drama
10277,Duma,7.0,Adventure
10278,Bitter Victory,6.5,Drama
10279,Lila Says,7.1,Crime
10280,Doomed to Die,6.4,Comedy
10281,Animal Farm,6.8,Animation
10282,Winter Soldier,7.4,War
10283,The Third Wheel,5.4,Comedy
10284,The Sea,6.5,Drama
10285,Teen Witch,5.6,Romance
10286,The Last of Mrs. Cheyney,7.0,Romance
10287,Homesick,5.5,Drama
10288,Cast a Deadly Spell,6.4,Comedy
10289,Movie Movie,4.5,Comedy
10290,The Teahouse of the August Moon,6.1,Comedy
10291,Do Fish Do It?,4.5,Drama
10292,Black,7.7,Drama
10293,The 40 Year Old Virgin,6.2,Comedy
10294,Who Killed Bambi?,6.0,Thriller
10295,Contraband,8.5,Adventure
10296,The Toolbox Murders,5.2,Mystery
10297,Red Eye,6.2,Horror
10298,Lightning Bug,6.1,Drama
10299,Man of the West,6.1,Action
10300,Main Hoon Na,7.1,Drama
10301,Dilwale Dulhania Le Jayenge,9.1,Comedy
10302,Dreamchild,7.1,Drama
10303,Miss Sweden,5.5,Drama
10304,My Cousin Rachel,5.4,Mystery
10305,Caché,7.0,Mystery
10306,Nobody Will Speak of Us When We're Dead,7.4,Drama
10307,Asterix & Obelix Take on Caesar,5.9,Family
10308,The Key,6.4,Drama
10309,Strings,7.1,Adventure
10310,Kin-dza-dza!,6.9,Comedy
10311,Comrades: Almost a Love Story,7.0,Drama
10312,Supercross,5.4,Action
10313,Valiant,5.2,Animation
10314,The Brothers Grimm,5.6,Adventure
10315,The Desperadoes,4.8,Comedy
10316,Black Dragons,6.0,Horror
10317,The Holy Girl,6.8,Drama
10318,They Came Back,5.7,Drama
10319,The Baxter,6.4,Comedy
10320,The Cave,5.2,Action
10321,Undiscovered,4.5,Comedy
10322,Dirty Deeds,5.8,Comedy
10323,The Constant Gardener,6.9,Drama
10324,Transporter 2,6.2,Action
10325,Margaret Cho: Assassin,7.0,Comedy
10326,Just Like Heaven,6.5,Comedy
10327,Proof,6.2,Drama
10328,Lord of War,7.0,Crime
10329,Venom,4.7,Horror
10330,Cry_Wolf,5.6,Horror
10331,Everything is Illuminated,7.4,Comedy
10332,Thumbsucker,6.2,Comedy
10333,The Thing About My Folks,5.4,Family
10334,HellBent,3.8,Horror
10335,G,6.8,Drama
10336,In Old Chicago,5.0,Action
10337,Now and Forever,5.0,Drama
10338,L.A. Without a Map,6.0,Drama
10339,Where Angels Fear to Tread,6.1,Drama
10340,Family Guy Presents Stewie Griffin: The Untold Story,7.0,Comedy
10341,Born in Flames,6.7,Science Fiction
10342,Revenge of the Ninja,5.8,Action
10343,Sometimes in April,7.2,Drama
10344,Bookies,6.8,Drama
10345,Angel In My Pocket,5.0,Sin Dato
10346,Police Story 2,6.9,Action
10347,Le Jour se Lève,7.4,Crime
10348,International House,5.2,Comedy
10349,New Police Story,7.0,Action
10350,The Edge of the World,6.4,Romance
10351,Golden Boy,5.8,Drama
10352,Go West,6.7,Comedy
10353,Why We Fight,7.8,Documentary
10354,Companeros,6.7,Action
10355,Will Penny,6.4,Romance
10356,200 Motels,5.5,Fantasy
10357,Gertrud,7.3,Drama
10358,Come Drink with Me,6.9,Adventure
10359,Kitty Foyle,5.3,Romance
10360,Doom,5.0,Adventure
10361,Domino,6.0,Action
10362,Waiting...,6.2,Comedy
10363,Æon Flux,5.4,Action
10364,Frankenstein 90,0.0,Comedy
10365,Wedlock,5.7,Action
10366,An Unfinished Life,6.7,Drama
10367,The Man,5.4,Action
10368,Survive Style 5+,7.6,Comedy
10369,Woyzeck,6.6,Drama
10370,It's a Gift,6.2,Comedy
10371,Zozo,5.4,Drama
10372,Blue Hill Avenue,6.8,Crime
10373,Chapter Two,7.5,Romance
10374,16 Years of Alcohol,6.8,Crime
10375,The Exorcism of Emily Rose,6.3,Crime
10376,Flightplan,6.1,Thriller
10377,Corpse Bride,7.2,Romance
10378,Green Street Hooligans,7.1,Crime
10379,A History of Violence,6.9,Drama
10380,Oliver Twist,6.7,Crime
10381,The Greatest Game Ever Played,6.9,Drama
10382,Capote,6.9,Crime
10383,The Story of Vernon and Irene Castle,6.8,Drama
10384,The Anderson Tapes,6.4,Action
10385,Born to Fight,5.3,Crime
10386,Final Fantasy VII: Advent Children,6.7,Action
10387,Cockles and Muscles,5.1,Comedy
10388,Roll Bounce,6.0,Comedy
10389,Daltry Calhoun,5.4,Comedy
10390,Into the Blue,5.8,Action
10391,"The Prize Winner of Defiance, Ohio",5.8,Drama
10392,Mirrormask,6.6,Fantasy
10393,Kwik Stop,7.4,Drama
10394,Innocence,6.4,Drama
10395,4,5.2,Drama
10396,Book of Love,5.1,Drama
10397,American Yakuza,5.9,Action
10398,The Flowers of St. Francis,6.2,History
10399,Madhouse,5.6,Horror
10400,Man to Man,7.1,Drama
10401,Münchhausen,6.8,Fantasy
10402,Medea,6.6,Drama
10403,The Curse of the Were-Rabbit,6.8,Adventure
10404,Seven Swords,6.0,Action
10405,Kiss Kiss Bang Bang,7.2,Action
10406,Whispering Corridors 3: Wishing Stairs,5.9,Horror
10407,A Bittersweet Life,7.5,Action
10408,Dumplings,6.4,Horror
10409,A Short Film About Love,7.9,Drama
10410,"All This, and Heaven Too",5.9,Drama
10411,Bubble,6.4,Drama
10412,Beowulf & Grendel,6.1,Action
10413,No Direction Home: Bob Dylan,7.5,Documentary
10414,Valerie and Her Week of Wonders,6.9,Fantasy
10415,Everybody's Fine,6.4,Drama
10416,Hail the Conquering Hero,7.1,Comedy
10417,Goal!: The Dream Begins,6.6,Drama
10418,Forty Shades of Blue,6.0,Drama
10419,Touch the Sound,7.5,Documentary
10420,Angels in America,6.8,Drama
10421,Speak,6.7,Drama
10422,The Wraith,5.9,Romance
10423,Factotum,6.4,Comedy
10424,Sweet Movie,5.8,Mystery
10425,By Dawn's Early Light,6.3,TV Movie
10426,Don't Come Knocking,6.4,Drama
10427,Bullets or Ballots,6.8,Crime
10428,In Her Shoes,6.0,Comedy
10429,Mother of Mine,6.8,Drama
10430,The Ketchup Effect,5.3,Comedy
10431,55 Days at Peking,6.5,Action
10432,Dead & Breakfast,5.8,Comedy
10433,Freeze Frame,6.9,Thriller
10434,Punishment Park,7.6,Drama
10435,The Mating Game,5.0,Comedy
10436,The Squid and the Whale,6.9,Comedy
10437,Two for the Money,5.9,Comedy
10438,Separate Lies,6.1,Romance
10439,Fourteen Sucks,5.7,Romance
10440,Star Wreck: In the Pirkinning,6.6,Science Fiction
10441,Evelyn Prentice,5.1,Drama
10442,Brokeback Mountain,7.5,Drama
10443,Blue Vinyl,6.0,Documentary
10444,Elizabethtown,6.1,Comedy
10445,North Country,6.9,Drama
10446,Leila,6.7,Family
10447,"Good Night, and Good Luck.",6.8,Drama
10448,Li'l Abner,10.0,Comedy
10449,Dreamer: Inspired By a True Story,6.4,Drama
10450,The Profession of Arms,5.9,Adventure
